Category,Year,Title,Venue,PDF,File
fl in top ml conference and journal,2021,Personalized Federated Learning with First Order Model Optimization,ICLR,https://arxiv.org/pdf/2012.08565.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2021_Personalized Federated Learning with First Order Model Optimization.pdf
fl in top ml conference and journal,2021,FedBN: Federated Learning on Non-IID Features via Local Batch Normalization :fire:,ICLR,https://arxiv.org/pdf/2102.07623.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2021_FedBN: Federated Learning on Non-IID Features via Local Batch Normalization :fire:.pdf
fl in top ml conference and journal,2021,FedBE: Making Bayesian Model Ensemble Applicable to Federated Learning,ICLR,https://arxiv.org/pdf/2009.01974.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2021_FedBE: Making Bayesian Model Ensemble Applicable to Federated Learning.pdf
fl in top ml conference and journal,2021,Federated Semi-Supervised Learning with Inter-Client Consistency & Disjoint Learning,ICLR,https://arxiv.org/pdf/2006.12097.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2021_Federated Semi-Supervised Learning with Inter-Client Consistency & Disjoint Learning.pdf
fl in top ml conference and journal,2021,KD3A: Unsupervised Multi-Source Decentralized Domain Adaptation via Knowledge Distillation,ICML,https://arxiv.org/pdf/2011.09757.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2021_KD3A: Unsupervised Multi-Source Decentralized Domain Adaptation via Knowledge Distillation.pdf
fl in top ml conference and journal,2021,Gradient Disaggregation: Breaking Privacy in Federated Learning by Reconstructing the User Participant Matrix,ICML,https://arxiv.org/pdf/2106.06089.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2021_Gradient Disaggregation: Breaking Privacy in Federated Learning by Reconstructing the User.pdf
fl in top ml conference and journal,2021,FL-NTK: A Neural Tangent Kernel-based Framework for Federated Learning Analysis,ICML,https://arxiv.org/pdf/2105.05001.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2021_FL-NTK: A Neural Tangent Kernel-based Framework for Federated Learning Analysis.pdf
fl in top ml conference and journal,2021,Personalized Federated Learning using Hypernetworks :fire:,ICML,https://arxiv.org/pdf/2103.04628.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2021_Personalized Federated Learning using Hypernetworks :fire:.pdf
fl in top ml conference and journal,2021,Federated Composite Optimization,ICML,https://arxiv.org/pdf/2011.08474.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2021_Federated Composite Optimization.pdf
fl in top ml conference and journal,2021,Exploiting Shared Representations for Personalized Federated Learning,ICML,https://arxiv.org/pdf/2102.07078.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2021_Exploiting Shared Representations for Personalized Federated Learning.pdf
fl in top ml conference and journal,2021,Data-Free Knowledge Distillation for Heterogeneous Federated Learning :fire:,ICML,https://arxiv.org/pdf/2105.10056.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2021_Data-Free Knowledge Distillation for Heterogeneous Federated Learning :fire:.pdf
fl in top ml conference and journal,2021,Federated Continual Learning with Weighted Inter-client Transfer,ICML,https://arxiv.org/pdf/2003.03196.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2021_Federated Continual Learning with Weighted Inter-client Transfer.pdf
fl in top ml conference and journal,2021,Federated Deep AUC Maximization for Hetergeneous Data with a Constant Communication Complexity,ICML,https://arxiv.org/pdf/2102.04635.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2021_Federated Deep AUC Maximization for Hetergeneous Data with a Constant Communication Comple.pdf
fl in top ml conference and journal,2021,Bias-Variance Reduced Local SGD for Less Heterogeneous Federated Learning,ICML,https://arxiv.org/pdf/2102.03198.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2021_Bias-Variance Reduced Local SGD for Less Heterogeneous Federated Learning.pdf
fl in top ml conference and journal,2021,Federated Learning of User Verification Models Without Sharing Embeddings,ICML,https://arxiv.org/pdf/2104.08776.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2021_Federated Learning of User Verification Models Without Sharing Embeddings.pdf
fl in top ml conference and journal,2021,Clustered Sampling: Low-Variance and Improved Representativity for Clients Selection in Federated Learning,ICML,https://arxiv.org/pdf/2105.05883.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2021_Clustered Sampling: Low-Variance and Improved Representativity for Clients Selection in Fe.pdf
fl in top ml conference and journal,2021,Ditto: Fair and Robust Federated Learning Through Personalization,ICML,https://arxiv.org/pdf/2012.04221.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2021_Ditto: Fair and Robust Federated Learning Through Personalization.pdf
fl in top ml conference and journal,2021,Heterogeneity for the Win: One-Shot Federated Clustering,ICML,https://arxiv.org/pdf/2103.00697.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2021_Heterogeneity for the Win: One-Shot Federated Clustering.pdf
fl in top ml conference and journal,2021,The Distributed Discrete Gaussian Mechanism for Federated Learning with Secure Aggregation :fire:,ICML,https://arxiv.org/pdf/2102.06387.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2021_The Distributed Discrete Gaussian Mechanism for Federated Learning with Secure Aggregation.pdf
fl in top ml conference and journal,2021,"One for One, or All for All: Equilibria and Optimality of Collaboration in Federated Learning",ICML,https://arxiv.org/pdf/2103.03228.pdf,"AwesomeFL_PDF/fl in top ml conference and journal/2021_One for One, or All for All: Equilibria and Optimality of Collaboration in Federated Learn.pdf"
fl in top ml conference and journal,2021,CRFL: Certifiably Robust Federated Learning against Backdoor Attacks,ICML,https://arxiv.org/pdf/2106.08283.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2021_CRFL: Certifiably Robust Federated Learning against Backdoor Attacks.pdf
fl in top ml conference and journal,2021,CANITA: Faster Rates for Distributed Convex Optimization with Communication Compression,NeurIPS,https://arxiv.org/pdf/2107.09461.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2021_CANITA: Faster Rates for Distributed Convex Optimization with Communication Compression.pdf
fl in top ml conference and journal,2021,Gradient Inversion with Generative Image Prior,NeurIPS,https://arxiv.org/pdf/2110.14962.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2021_Gradient Inversion with Generative Image Prior.pdf
fl in top ml conference and journal,2021,Distributed Machine Learning with Sparse Heterogeneous Data,NeurIPS,https://arxiv.org/pdf/1912.01417.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2021_Distributed Machine Learning with Sparse Heterogeneous Data.pdf
fl in top ml conference and journal,2021,Renyi Differential Privacy of The Subsampled Shuffle Model In Distributed Learning,NeurIPS,https://arxiv.org/pdf/2107.08763.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2021_Renyi Differential Privacy of The Subsampled Shuffle Model In Distributed Learning.pdf
fl in top ml conference and journal,2021,Fault-Tolerant Federated Reinforcement Learning with Theoretical Guarantee,NeurIPS,https://arxiv.org/pdf/2110.14074.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2021_Fault-Tolerant Federated Reinforcement Learning with Theoretical Guarantee.pdf
fl in top ml conference and journal,2021,Optimality and Stability in Federated Learning: A Game-theoretic Approach,NeurIPS,https://arxiv.org/pdf/2106.09580.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2021_Optimality and Stability in Federated Learning: A Game-theoretic Approach.pdf
fl in top ml conference and journal,2021,QuPeD: Quantized Personalization via Distillation with Applications to Federated Learning,NeurIPS,https://arxiv.org/pdf/2107.13892.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2021_QuPeD: Quantized Personalization via Distillation with Applications to Federated Learning.pdf
fl in top ml conference and journal,2021,The Skellam Mechanism for Differentially Private Federated Learning :fire:,NeurIPS,https://arxiv.org/pdf/2110.04995.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2021_The Skellam Mechanism for Differentially Private Federated Learning :fire:.pdf
fl in top ml conference and journal,2021,No Fear of Heterogeneity: Classifier Calibration for Federated Learning with Non-IID Data,NeurIPS,https://arxiv.org/pdf/2106.05001.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2021_No Fear of Heterogeneity: Classifier Calibration for Federated Learning with Non-IID Data.pdf
fl in top ml conference and journal,2021,STEM: A Stochastic Two-Sided Momentum Algorithm Achieving Near-Optimal Sample and Communication Complexities for Federated Learning,NeurIPS,https://arxiv.org/pdf/2106.10435.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2021_STEM: A Stochastic Two-Sided Momentum Algorithm Achieving Near-Optimal Sample and Communic.pdf
fl in top ml conference and journal,2021,Subgraph Federated Learning with Missing Neighbor Generation,NeurIPS,https://arxiv.org/pdf/2106.13430.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2021_Subgraph Federated Learning with Missing Neighbor Generation.pdf
fl in top ml conference and journal,2021,Evaluating Gradient Inversion Attacks and Defenses in Federated Learning :fire:,NeurIPS,https://arxiv.org/pdf/2112.00059.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2021_Evaluating Gradient Inversion Attacks and Defenses in Federated Learning :fire:.pdf
fl in top ml conference and journal,2021,Personalized Federated Learning With Gaussian Processes,NeurIPS,https://arxiv.org/pdf/2106.15482.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2021_Personalized Federated Learning With Gaussian Processes.pdf
fl in top ml conference and journal,2021,Differentially Private Federated Bayesian Optimization with Distributed Exploration,NeurIPS,https://arxiv.org/pdf/2110.14153.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2021_Differentially Private Federated Bayesian Optimization with Distributed Exploration.pdf
fl in top ml conference and journal,2021,Parameterized Knowledge Transfer for Personalized Federated Learning,NeurIPS,https://arxiv.org/pdf/2111.02862.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2021_Parameterized Knowledge Transfer for Personalized Federated Learning.pdf
fl in top ml conference and journal,2021,Federated Reconstruction: Partially Local Federated Learning :fire:,NeurIPS,https://arxiv.org/pdf/2102.03448.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2021_Federated Reconstruction: Partially Local Federated Learning :fire:.pdf
fl in top ml conference and journal,2021,Fast Federated Learning in the Presence of Arbitrary Device Unavailability,NeurIPS,https://arxiv.org/pdf/2106.04159.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2021_Fast Federated Learning in the Presence of Arbitrary Device Unavailability.pdf
fl in top ml conference and journal,2021,FL-WBC: Enhancing Robustness against Model Poisoning Attacks in Federated Learning from a Client Perspective,NeurIPS,https://arxiv.org/pdf/2110.13864.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2021_FL-WBC: Enhancing Robustness against Model Poisoning Attacks in Federated Learning from a .pdf
fl in top ml conference and journal,2021,FjORD: Fair and Accurate Federated Learning under heterogeneous targets with Ordered Dropout,NeurIPS,https://arxiv.org/pdf/2102.13451.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2021_FjORD: Fair and Accurate Federated Learning under heterogeneous targets with Ordered Dropo.pdf
fl in top ml conference and journal,2021,Linear Convergence in Federated Learning: Tackling Client Heterogeneity and Sparse Gradients,NeurIPS,https://arxiv.org/pdf/2102.07053.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2021_Linear Convergence in Federated Learning: Tackling Client Heterogeneity and Sparse Gradien.pdf
fl in top ml conference and journal,2021,Federated Multi-Task Learning under a Mixture of Distributions,NeurIPS,https://arxiv.org/pdf/2108.10252.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2021_Federated Multi-Task Learning under a Mixture of Distributions.pdf
fl in top ml conference and journal,2021,Federated Graph Classification over Non-IID Graphs,NeurIPS,https://arxiv.org/pdf/2106.13423.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2021_Federated Graph Classification over Non-IID Graphs.pdf
fl in top ml conference and journal,2021,"Federated Hyperparameter Tuning: Challenges, Baselines, and Connections to Weight-Sharing",NeurIPS,https://arxiv.org/pdf/2106.04502.pdf,"AwesomeFL_PDF/fl in top ml conference and journal/2021_Federated Hyperparameter Tuning: Challenges, Baselines, and Connections to Weight-Sharing.pdf"
fl in top ml conference and journal,2021,On Large-Cohort Training for Federated Learning :fire:,NeurIPS,https://arxiv.org/pdf/2106.07820.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2021_On Large-Cohort Training for Federated Learning :fire:.pdf
fl in top ml conference and journal,2021,DeepReduce: A Sparse-tensor Communication Framework for Federated Deep Learning,NeurIPS,https://arxiv.org/pdf/2102.03112.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2021_DeepReduce: A Sparse-tensor Communication Framework for Federated Deep Learning.pdf
fl in top ml conference and journal,2021,Federated Split Task-Agnostic Vision Transformer for COVID-19 CXR Diagnosis,NeurIPS,https://arxiv.org/pdf/2111.01338.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2021_Federated Split Task-Agnostic Vision Transformer for COVID-19 CXR Diagnosis.pdf
fl in top ml conference and journal,2021,Addressing Algorithmic Disparity and Performance Inconsistency in Federated Learning,NeurIPS,https://arxiv.org/pdf/2108.08435.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2021_Addressing Algorithmic Disparity and Performance Inconsistency in Federated Learning.pdf
fl in top ml conference and journal,2021,Federated Linear Contextual Bandits,NeurIPS,https://arxiv.org/pdf/2110.14177.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2021_Federated Linear Contextual Bandits.pdf
fl in top ml conference and journal,2021,Federated-EM with heterogeneity mitigation and variance reduction,NeurIPS,https://arxiv.org/pdf/2111.02083.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2021_Federated-EM with heterogeneity mitigation and variance reduction.pdf
fl in top ml conference and journal,2021,FedDR – Randomized Douglas-Rachford Splitting Algorithms for Nonconvex Federated Composite Optimization,NeurIPS,https://arxiv.org/pdf/2103.03452.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2021_FedDR – Randomized Douglas-Rachford Splitting Algorithms for Nonconvex Federated Composite.pdf
fl in top ml conference and journal,2020,Federated Adversarial Domain Adaptation,ICLR,https://arxiv.org/pdf/1911.02054.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2020_Federated Adversarial Domain Adaptation.pdf
fl in top ml conference and journal,2020,Fair Resource Allocation in Federated Learning :fire:,ICLR,https://arxiv.org/pdf/1905.10497.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2020_Fair Resource Allocation in Federated Learning :fire:.pdf
fl in top ml conference and journal,2020,Federated Learning with Matched Averaging :fire:,ICLR,https://arxiv.org/pdf/2002.06440.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2020_Federated Learning with Matched Averaging :fire:.pdf
fl in top ml conference and journal,2020,"Generative Models for Effective ML on Private, Decentralized Datasets :fire:",ICLR,https://arxiv.org/pdf/1911.06679.pdf,"AwesomeFL_PDF/fl in top ml conference and journal/2020_Generative Models for Effective ML on Private, Decentralized Datasets :fire:.pdf"
fl in top ml conference and journal,2020,On the Convergence of FedAvg on Non-IID Data :fire:,ICLR,https://arxiv.org/pdf/1907.02189.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2020_On the Convergence of FedAvg on Non-IID Data :fire:.pdf
fl in top ml conference and journal,2020,FetchSGD: Communication-Efficient Federated Learning with Sketching,ICML,https://arxiv.org/pdf/2007.07682.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2020_FetchSGD: Communication-Efficient Federated Learning with Sketching.pdf
fl in top ml conference and journal,2020,SCAFFOLD: Stochastic Controlled Averaging for Federated Learning,ICML,https://arxiv.org/pdf/1910.06378.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2020_SCAFFOLD: Stochastic Controlled Averaging for Federated Learning.pdf
fl in top ml conference and journal,2020,Federated Learning with Only Positive Labels,ICML,https://arxiv.org/pdf/2004.10342.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2020_Federated Learning with Only Positive Labels.pdf
fl in top ml conference and journal,2020,From Local SGD to Local Fixed-Point Methods for Federated Learning,ICML,https://arxiv.org/pdf/2004.01442.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2020_From Local SGD to Local Fixed-Point Methods for Federated Learning.pdf
fl in top ml conference and journal,2020,Acceleration for Compressed Gradient Descent in Distributed and Federated Optimization,ICML,https://arxiv.org/pdf/2002.11364.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2020_Acceleration for Compressed Gradient Descent in Distributed and Federated Optimization.pdf
fl in top ml conference and journal,2020,Differentially-Private Federated Linear Bandits,NeurIPS,https://arxiv.org/pdf/2010.11425.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2020_Differentially-Private Federated Linear Bandits.pdf
fl in top ml conference and journal,2020,Federated Principal Component Analysis,NeurIPS,https://arxiv.org/pdf/1907.08059.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2020_Federated Principal Component Analysis.pdf
fl in top ml conference and journal,2020,FedSplit: an algorithmic framework for fast federated optimization,NeurIPS,https://arxiv.org/pdf/2005.05238.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2020_FedSplit: an algorithmic framework for fast federated optimization.pdf
fl in top ml conference and journal,2020,Federated Bayesian Optimization via Thompson Sampling,NeurIPS,https://arxiv.org/pdf/2010.10154.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2020_Federated Bayesian Optimization via Thompson Sampling.pdf
fl in top ml conference and journal,2020,Lower Bounds and Optimal Algorithms for Personalized Federated Learning,NeurIPS,https://arxiv.org/pdf/2010.02372.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2020_Lower Bounds and Optimal Algorithms for Personalized Federated Learning.pdf
fl in top ml conference and journal,2020,Robust Federated Learning: The Case of Affine Distribution Shifts,NeurIPS,https://arxiv.org/pdf/2006.08907.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2020_Robust Federated Learning: The Case of Affine Distribution Shifts.pdf
fl in top ml conference and journal,2020,An Efficient Framework for Clustered Federated Learning,NeurIPS,https://arxiv.org/pdf/2006.04088.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2020_An Efficient Framework for Clustered Federated Learning.pdf
fl in top ml conference and journal,2020,Distributionally Robust Federated Averaging :fire:,NeurIPS,https://arxiv.org/pdf/2102.12660.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2020_Distributionally Robust Federated Averaging :fire:.pdf
fl in top ml conference and journal,2020,Personalized Federated Learning with Moreau Envelopes :fire:,NeurIPS,https://arxiv.org/pdf/2006.08848.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2020_Personalized Federated Learning with Moreau Envelopes :fire:.pdf
fl in top ml conference and journal,2020,Personalized Federated Learning with Theoretical Guarantees: A Model-Agnostic Meta-Learning Approach,NeurIPS,https://arxiv.org/pdf/2002.07948.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2020_Personalized Federated Learning with Theoretical Guarantees: A Model-Agnostic Meta-Learnin.pdf
fl in top ml conference and journal,2020,Group Knowledge Transfer: Federated Learning of Large CNNs at the Edge,NeurIPS,https://arxiv.org/pdf/2007.14513.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2020_Group Knowledge Transfer: Federated Learning of Large CNNs at the Edge.pdf
fl in top ml conference and journal,2020,Tackling the Objective Inconsistency Problem in Heterogeneous Federated Optimization :fire:,NeurIPS,https://arxiv.org/pdf/2007.07481.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2020_Tackling the Objective Inconsistency Problem in Heterogeneous Federated Optimization :fire.pdf
fl in top ml conference and journal,2020,"Attack of the Tails: Yes, You Really Can Backdoor Federated Learning",NeurIPS,https://arxiv.org/pdf/2007.05084.pdf,"AwesomeFL_PDF/fl in top ml conference and journal/2020_Attack of the Tails: Yes, You Really Can Backdoor Federated Learning.pdf"
fl in top ml conference and journal,2020,Federated Accelerated Stochastic Gradient Descent,NeurIPS,https://arxiv.org/pdf/2006.08950.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2020_Federated Accelerated Stochastic Gradient Descent.pdf
fl in top ml conference and journal,2020,Inverting Gradients - How easy is it to break privacy in federated learning? :fire:,NeurIPS,https://arxiv.org/pdf/2003.14053.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2020_Inverting Gradients - How easy is it to break privacy in federated learning :fire:.pdf
fl in top ml conference and journal,2020,Ensemble Distillation for Robust Model Fusion in Federated Learning,NeurIPS,https://arxiv.org/pdf/2006.07242.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2020_Ensemble Distillation for Robust Model Fusion in Federated Learning.pdf
fl in top ml conference and journal,2020,Throughput-Optimal Topology Design for Cross-Silo Federated Learning,NeurIPS,https://arxiv.org/pdf/2010.12229.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2020_Throughput-Optimal Topology Design for Cross-Silo Federated Learning.pdf
fl in top ml conference and journal,2019,Bayesian Nonparametric Federated Learning of Neural Networks :fire:,ICML,https://arxiv.org/pdf/1905.12022.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2019_Bayesian Nonparametric Federated Learning of Neural Networks :fire:.pdf
fl in top ml conference and journal,2019,Analyzing Federated Learning through an Adversarial Lens :fire:,ICML,https://arxiv.org/pdf/1811.12470.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2019_Analyzing Federated Learning through an Adversarial Lens :fire:.pdf
fl in top ml conference and journal,2019,Agnostic Federated Learning,ICML,https://arxiv.org/pdf/1902.00146.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2019_Agnostic Federated Learning.pdf
fl in top ml conference and journal,2018,cpSGD: Communication-efficient and differentially-private distributed SGD,NeurIPS,https://arxiv.org/pdf/1805.10559.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2018_cpSGD: Communication-efficient and differentially-private distributed SGD.pdf
fl in top ml conference and journal,2017,Federated Multi-Task Learning :fire:,NeurIPS,https://arxiv.org/pdf/1705.10467.pdf,AwesomeFL_PDF/fl in top ml conference and journal/2017_Federated Multi-Task Learning :fire:.pdf
fl in top dm conference and journal,2024,User Consented Federated Recommender System Against Personalized Attribute Inference Attack,WSDM,https://arxiv.org/pdf/2312.16203.pdf,AwesomeFL_PDF/fl in top dm conference and journal/2024_User Consented Federated Recommender System Against Personalized Attribute Inference Attac.pdf
fl in top dm conference and journal,2023,Privacy Matters: Vertical Federated Linear Contextual Bandits for Privacy Protected Recommendation,KDD,https://arxiv.org/pdf/2210.11050.pdf,AwesomeFL_PDF/fl in top dm conference and journal/2023_Privacy Matters: Vertical Federated Linear Contextual Bandits for Privacy Protected Recomm.pdf
fl in top dm conference and journal,2023,FedDefender: Client-Side Attack-Tolerant Federated Learning,KDD,https://arxiv.org/pdf/2307.09048.pdf,AwesomeFL_PDF/fl in top dm conference and journal/2023_FedDefender: Client-Side Attack-Tolerant Federated Learning.pdf
fl in top dm conference and journal,2023,FedPseudo: Privacy-Preserving Pseudo Value-Based Deep Learning Models for Federated Survival Analysis,KDD,https://arxiv.org/pdf/2207.05247.pdf,AwesomeFL_PDF/fl in top dm conference and journal/2023_FedPseudo: Privacy-Preserving Pseudo Value-Based Deep Learning Models for Federated Surviv.pdf
fl in top dm conference and journal,2023,Federated Few-shot Learning,KDD,https://arxiv.org/pdf/2306.10234.pdf,AwesomeFL_PDF/fl in top dm conference and journal/2023_Federated Few-shot Learning.pdf
fl in top dm conference and journal,2023,Serverless Federated AUPRC Optimization for Multi-Party Collaborative Imbalanced Data Mining,KDD,https://arxiv.org/pdf/2308.03035.pdf,AwesomeFL_PDF/fl in top dm conference and journal/2023_Serverless Federated AUPRC Optimization for Multi-Party Collaborative Imbalanced Data Mini.pdf
fl in top dm conference and journal,2023,CriticalFL: A Critical Learning Periods Augmented Client Selection Framework for Efficient Federated Learning,KDD,https://arxiv.org/pdf/2109.05613.pdf,AwesomeFL_PDF/fl in top dm conference and journal/2023_CriticalFL: A Critical Learning Periods Augmented Client Selection Framework for Efficient.pdf
fl in top dm conference and journal,2023,FLAMES2Graph: An Interpretable Federated Multivariate Time Series Classification Framework,KDD,https://arxiv.org/pdf/2306.03834.pdf,AwesomeFL_PDF/fl in top dm conference and journal/2023_FLAMES2Graph: An Interpretable Federated Multivariate Time Series Classification Framework.pdf
fl in top dm conference and journal,2023,FedCP: Separating Feature Information for Personalized Federated Learning via Conditional Policy,KDD,https://arxiv.org/pdf/2307.01217.pdf,AwesomeFL_PDF/fl in top dm conference and journal/2023_FedCP: Separating Feature Information for Personalized Federated Learning via Conditional .pdf
fl in top dm conference and journal,2023,Navigating Alignment for Non-identical Client Class Sets: A Label Name-Anchored Federated Learning Framework,KDD,https://arxiv.org/pdf/2301.00489.pdf,AwesomeFL_PDF/fl in top dm conference and journal/2023_Navigating Alignment for Non-identical Client Class Sets: A Label Name-Anchored Federated .pdf
fl in top dm conference and journal,2023,FS-REAL: Towards Real-World Cross-Device Federated Learning,KDD,https://arxiv.org/pdf/2303.13363.pdf,AwesomeFL_PDF/fl in top dm conference and journal/2023_FS-REAL: Towards Real-World Cross-Device Federated Learning.pdf
fl in top dm conference and journal,2023,FedMultimodal: A Benchmark for Multimodal Federated Learning,KDD,https://arxiv.org/pdf/2306.09486.pdf,AwesomeFL_PDF/fl in top dm conference and journal/2023_FedMultimodal: A Benchmark for Multimodal Federated Learning.pdf
fl in top dm conference and journal,2023,PrivateRec: Differentially Private Model Training and Online Serving for Federated News Recommendation,KDD,https://arxiv.org/pdf/2204.08146.pdf,AwesomeFL_PDF/fl in top dm conference and journal/2023_PrivateRec: Differentially Private Model Training and Online Serving for Federated News Re.pdf
fl in top dm conference and journal,2023,Revisiting Personalized Federated Learning: Robustness Against Backdoor Attacks,KDD,https://arxiv.org/pdf/2302.01677.pdf,AwesomeFL_PDF/fl in top dm conference and journal/2023_Revisiting Personalized Federated Learning: Robustness Against Backdoor Attacks.pdf
fl in top dm conference and journal,2023,UA-FedRec: Untargeted Attack on Federated News Recommendation,KDD,https://arxiv.org/pdf/2202.06701.pdf,AwesomeFL_PDF/fl in top dm conference and journal/2023_UA-FedRec: Untargeted Attack on Federated News Recommendation.pdf
fl in top dm conference and journal,2023,Federated Unlearning for On-Device Recommendation,WSDM,https://arxiv.org/pdf/2210.10958.pdf,AwesomeFL_PDF/fl in top dm conference and journal/2023_Federated Unlearning for On-Device Recommendation.pdf
fl in top dm conference and journal,2022,Collaboration Equilibrium in Federated Learning,KDD,https://arxiv.org/pdf/2108.07926.pdf,AwesomeFL_PDF/fl in top dm conference and journal/2022_Collaboration Equilibrium in Federated Learning.pdf
fl in top dm conference and journal,2022,Connected Low-Loss Subspace Learning for a Personalization in Federated Learning,KDD,https://arxiv.org/pdf/2109.07628.pdf,AwesomeFL_PDF/fl in top dm conference and journal/2022_Connected Low-Loss Subspace Learning for a Personalization in Federated Learning.pdf
fl in top dm conference and journal,2022,Communication-Efficient Robust Federated Learning with Noisy Labels,KDD,https://arxiv.org/pdf/2206.05558.pdf,AwesomeFL_PDF/fl in top dm conference and journal/2022_Communication-Efficient Robust Federated Learning with Noisy Labels.pdf
fl in top dm conference and journal,2022,FLDetector: Detecting Malicious Clients in Federated Learning via Checking Model-Updates Consistency,KDD,https://arxiv.org/pdf/2207.09209.pdf,AwesomeFL_PDF/fl in top dm conference and journal/2022_FLDetector: Detecting Malicious Clients in Federated Learning via Checking Model-Updates C.pdf
fl in top dm conference and journal,2022,Practical Lossless Federated Singular Vector Decomposition Over Billion-Scale Data,KDD,https://arxiv.org/pdf/2105.08925.pdf,AwesomeFL_PDF/fl in top dm conference and journal/2022_Practical Lossless Federated Singular Vector Decomposition Over Billion-Scale Data.pdf
fl in top dm conference and journal,2022,FedWalk: Communication Efficient Federated Unsupervised Node Embedding with Differential Privacy,KDD,https://arxiv.org/pdf/2205.15896.pdf,AwesomeFL_PDF/fl in top dm conference and journal/2022_FedWalk: Communication Efficient Federated Unsupervised Node Embedding with Differential P.pdf
